sampleID	read_count	g_[Agitococcus]_lubricus_group	g_[Eubacterium]_coprostanoligenes_group	g_[Eubacterium]_eligens_group	g_[Eubacterium]_hallii_group	g_[Eubacterium]_nodatum_group	g_[Ruminococcus]_torques_group	g_Acinetobacter	g_Actinobaculum	g_Actinomyces	g_Actinotignum	g_Aerococcus	g_Aeromonas	g_Akkermansia	g_Alcanivorax	g_Alistipes	g_Alloprevotella	g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	g_Alloscardovia	g_Anaerococcus	g_Anaeroglobus	g_Anaerovoracaceae_Family_XIII_AD3011_group	g_Anaerovoracaceae_S5-A14a	g_Arcanobacterium	g_Asteroleplasma	Atopobium_vaginae	g_Babeliales	g_Bacillus	g_Bacteroides	g_Barnesiella	g_Bdellovibrio	g_Bergeyella	g_Bifidobacterium	g_Bilophila	g_Brevibacterium	g_Brevundimonas	g_Butyrivibrio	g_Campylobacter	g_Candidatus_Azambacteria	g_Candidatus_Falkowbacteria	g_Candidatus_Nomurabacteria	g_Candidatus_Peribacteria	g_Candidatus_Zambryskibacteria	g_Capnocytophaga	g_Catonella	g_Cephaloticoccus	g_Chitinophaga	g_Christensenellaceae_R-7_group	g_Chryseobacterium	g_Chthoniobacter	g_Cloacibacterium	g_Clostridia_UCG-014	g_Collinsella	g_Corynebacterium	g_Cutibacterium	g_Dermabacter	g_Dialister	g_Dyadobacter	g_Edaphobaculum	g_Eggerthella	g_Eggerthellaceae_DNF00809	g_Emticicia	g_Enhydrobacter	g_Enterococcus	g_Escherichia-Shigella	g_Ezakiella	g_Facklamia	g_Faecalibacterium	g_Fastidiosipila	g_Fenollaria	g_Filifactor	g_Finegoldia	g_Flavobacterium	g_Fluviicola	g_Fusobacterium	g_Gallicola	Gardnerella_vaginalis	g_Gemella	g_Gemmata	g_Gemmatimonas	g_Gleimia	g_Globicatella	g_Granulicatella	g_Haemophilus	g_Helcococcus	g_Howardella	g_Jonquetella	g_Kingella	g_Lachnoanaerobaculum	g_Lachnospira	g_Lachnospiraceae_FE2018_group	g_Lachnospiraceae_ND3007_group	Lactobacillus_rhamnosus	Lactobacillus_paraplantarum	Lactobacillus_amylovorus	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii_subsp._delbrueckii	Lactobacillus_gasseri	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_mucosae	Lactobacillus_reuteri	unknown_Lactobacillus	g_Lacunisphaera	g_Lautropia	g_Lawsonella	g_Lentimicrobium	g_Leptotrichia	g_Megasphaera	g_Methanobrevibacter	g_Methanothermobacter	g_Methylobacterium-Methylorubrum	g_Micrococcus	g_Microscillaceae_OLB12	g_Mobiluncus	g_Mogibacterium	g_Moryella	g_Mucilaginibacter	g_Murdochiella	g_Mycoplasma	g_Negativicoccus	g_Neisseria	g_Nosocomiicoccus	g_Novosphingobium	g_Oligella	g_Olsenella	g_Oribacterium	g_Oscillospiraceae_UCG-002	g_Paeniglutamicibacter	g_Paludibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parcubacteria	g_Parvimonas	g_Peptococcus	g_Peptoniphilus	g_Peptostreptococcus	g_Porphyromonas	Prevotella_timonensis	g_Prolixibacteraceae_WCHB1-32	g_Propionimicrobium	g_Pseudarcicella	g_Pseudomonas	g_Pseudoxanthomonas	g_Pyramidobacter	g_Rhodanobacter	g_Rikenellaceae_RC9_gut_group	g_Roseomonas	g_Rothia	g_Rubinisphaeraceae_SH-PL14	g_Ruminococcaceae_CAG-352	g_Ruminococcaceae_Incertae_Sedis	g_Ruminococcus	g_Saccharimonadaceae_TM7a	g_Salinispira	g_SAR324_clade(Marine_group_B)	g_Schaalia	g_Sediminibacterium	g_Selenomonas	g_Slackia	g_Solobacterium	g_Sphingomonas	g_Staphylococcus	g_Stomatobaculum	g_Streptococcus	g_Subdoligranulum	g_Sutterella	g_Tepidimonas	g_Treponema	g_Undibacterium	g_unknown_Absconditabacteriales_(SR1)	g_unknown_Aerococcaceae	g_unknown_Anaerolineae_A4b	g_unknown_Anaerolineae_RBG-13-54-9	g_unknown_Babeliales	g_unknown_Bacilli	g_unknown_Bacilli_RF39	g_unknown_Bacteria	g_unknown_Bacteroidia	g_unknown_Berkelbacteria	g_unknown_Burkholderiales	g_unknown_Chitinophagaceae	g_unknown_Chitinophagales	g_unknown_Clostridia	g_unknown_Clostridiaceae	g_unknown_Comamonadaceae	g_unknown_Coriobacteriales	g_unknown_Corynebacteriaceae	g_unknown_Crocinitomicaceae	g_unknown_Enterobacterales	g_unknown_Gammaproteobacteria	g_unknown_Gracilibacteria	g_unknown_Lachnospiraceae	g_unknown_Lactobacillales	g_unknown_Micrococcaceae	g_unknown_Micromonosporaceae	g_unknown_Muribaculaceae	g_unknown_Neisseriaceae	g_unknown_Oscillospirales_UCG-010	g_unknown_Parcubacteria	g_unknown_Pasteurellaceae	g_unknown_Pedosphaeraceae	g_unknown_Peptostreptococcaceae	g_unknown_Planctomycetales	g_unknown_Polyangia_Blfdi19	g_unknown_Polyangia_mle1-27	g_unknown_Polyangiales_BIrii41	g_unknown_Rhodospirillales	g_unknown_Ruminococcaceae	g_unknown_Sphingobacteriaceae	g_unknown_Sphingobacteriales	g_unknown_Sphingobacteriales_env.OPS_17	g_unknown_Sphingobacteriales_NS11-12_marine_group	g_unknown_Veillonellaceae	g_unknown_Verrucomicrobiaceae	g_unknown_Vicinamibacteraceae	g_unknown_Woesearchaeales	g_Ureaplasma	g_Varibaculum	g_Veillonella	g_W5053	g_Winkia	I-A_sim	I-B_sim	II_sim	III-A_sim	III-B_sim	IV-A_sim	IV-B_sim	IV-C0_sim	IV-C1_sim	IV-C2_sim	IV-C3_sim	IV-C4_sim	V_sim	subCST	score	CST
P27-V1	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	72	1006	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000701796	0,013876338	0,345014782	0,00425182	0,016929926	0,002703049	0,010823731	0,090100308	0,765910589	0,035400392	0,097357218	0,058948239	0,016036706	IV-C1	0,765910589	IV-C
P27-V2	6413	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	79	0	0	0	0	0	0	0	237	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	97	0	0	184	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0,000395319	0,007662004	0,013311485	0,00331986	0,016818341	0,00345644	0,010535268	0,083508231	0,96501489	0,032059684	0,109539718	0,061485596	0,003046237	IV-C1	0,96501489	IV-C
P28-V1	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3478	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000795948	0,016390279	0,932372927	0,004441113	0,02122448	0,048374543	0,092972921	0,025931204	0,014481661	0,015930982	0,00546873	0,014331123	0,039296303	II	0,932372927	II
P28-V2	6411	0	0	0	0	0	0	0	0	0	0	0	0	25	0	43	0	0	0	608	18	0	61	0	0	110	0	0	49	39	0	0	79	0	0	0	0	199	7	0	0	9	9	0	0	0	0	0	0	0	0	92	89	280	0	0	274	0	0	35	0	0	0	0	0	111	0	0	0	139	0	866	0	0	133	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	20	0	0	0	0	107	0	0	0	46	0	54	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	877	276	167	534	0	0	20	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	63	0	248	0	93	0	0	0	0	0	10	0	0	0	32	10	0	0	0	0	0	57	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	45	0	0	0	0,000561412	0,007510294	0,01467649	0,001494406	0,011080099	0,029858458	0,05039962	0,391214301	0,064821668	0,005880107	0,036476845	0,031871381	0,008643617	IV-C0	0,391214301	IV-C
P29-V1	2408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00478091	0,054565631	0,041234621	0,672774473	0,66232962	0,051164222	0,112282915	0,083341956	0,015898064	0,011898346	0,001527579	0,114037396	0,745903205	V	0,745903205	V
P29-V2	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	28	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	397	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	121	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0,000213969	0,003826498	0,012350655	0,000923172	0,012909059	0,082691255	0,192412879	0,038775113	0,029029432	0,007027933	0,007716776	0,028018365	0,01146867	IV-B	0,192412879	IV-B
P2-V1	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000382899	0,012923758	0,368740789	0,001687371	0,002580645	0,0003279	0,003147695	0,029637476	0,01540959	0,011676709	0,72480008	0,014283024	0,015048218	IV-C3	0,72480008	IV-C
P2-V2	7445	0	0	0	0	28	0	0	0	142	0	0	0	0	0	0	273	0	0	123	0	0	0	0	0	385	0	0	0	0	0	0	131	0	0	0	0	311	0	0	0	0	0	21	0	15	0	0	0	0	0	74	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	117	0	0	75	0	0	0	0	149	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	83	0	515	234	0	0	0	0	0	0	160	0	0	0	0	0	288	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	60	0	1062	0	0	5	0	0	0	0	0	0	275	0	0	0	0	51	0	0	10	0	152	0	258	0	0	99	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	163	0	0	0	0	0	0	0	231	0	0	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	507	0	0	0,000236532	0,005198206	0,034051258	0,001306891	0,009948127	0,03722664	0,06439485	0,19225783	0,210935011	0,01289386	0,062647699	0,032047538	0,005619767	IV-C1	0,210935011	IV-C
P30-V1	6303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0,624286196	0,683046592	0,038859754	0,004467345	0,13695002	0,138800628	0,293648243	0,06565117	0,014991372	0,028590429	0,003104833	0,028221851	0,059164815	I-B	0,683046592	I
P30-V2	6928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	5424	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	52	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	679	0	0	0	0	0,000702767	0,009911255	0,071387296	0,005816288	0,074986549	0,233790756	0,51869878	0,037707993	0,017382957	0,009969557	0,010383595	0,036754402	0,058336478	IV-B	0,51869878	IV-B
P31-V1	4938	0	0	0	0	0	0	0	0	0	142	49	0	0	0	0	0	0	66	355	35	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	169	0	0	0	0	0	0	0	0	143	46	0	167	153	0	120	0	0	0	80	0	0	0	0	0	57	0	0	71	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	79	0	0	0	58	0	45	0	27	0	0	0	0	0	0	0	0	0	0	0	757	0	317	511	0	41	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	43	0	0,000554954	0,006594955	0,010833504	0,001651994	0,00866394	0,025450383	0,038664189	0,288965103	0,057881635	0,004350706	0,016488211	0,013549455	0,033260795	IV-C0	0,288965103	IV-C
P31-V2	6327	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	176	535	0	0	37	36	0	67	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	325	0	0	0	42	0	0	0	0	258	0	0	83	270	0	235	0	0	63	0	0	0	0	0	91	0	0	0	0	26	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	19	0	0	0	0	0	0	0	132	36	58	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	88	311	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	98	0	0	0	0	99	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	128	0	0,000409275	0,006056928	0,012636865	0,001180512	0,00934054	0,031167738	0,047894513	0,348092682	0,087615493	0,005979746	0,022289139	0,017803755	0,006875984	IV-C0	0,348092682	IV-C
P32-V1	5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,998814528	0,906157745	0,005845788	0,001761279	0,100509168	0,006260258	0,01899764	0,041523429	0,006674555	0,026646995	0,002525265	0,007505952	0,027646995	I-A	0,998814528	I
P32-V2	5070	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	2	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	544	77	0	186	0	0	0	0	0	0	0	0	92	0	0	0	128	0	923	7	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	111	290	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	206	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000604589	0,007671001	0,014044	0,001646077	0,011311365	0,026251983	0,042244831	0,29962648	0,065047725	0,006976048	0,020911246	0,054564755	0,008354838	IV-C0	0,29962648	IV-C
P3-V1	5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327	0	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,437692237	0,532327987	0,040701243	0,603531402	0,765781442	0,0500972	0,114145233	0,113739561	0,018489269	0,027474926	0,002446511	0,110298424	0,220225178	III-B	0,765781442	III
P3-V2	7989	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	152	0	0	345	0	0	0	102	0	226	0	0	0	0	0	0	180	0	0	0	0	169	0	0	0	0	0	0	12	6	0	0	0	0	0	41	0	576	0	0	72	0	0	0	0	0	0	0	0	83	0	0	27	42	0	123	6	0	86	0	0	0	0	0	0	0	134	0	0	0	0	25	165	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	31	41	0	372	80	39	0	0	0	0	0	79	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	9	103	69	704	53	249	854	0	0	0	0	0	0	0	0	0	194	0	0	0	0	36	0	0	109	0	107	0	138	0	0	0	963	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	276	0	0	0,000330725	0,006401898	0,040207215	0,001450172	0,010651783	0,031922473	0,055714629	0,302005871	0,196792578	0,012415051	0,070359084	0,031401695	0,00706406	IV-C0	0,302005871	IV-C
P4-V1	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	128	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000579459	0,009299103	0,057469818	0,004879608	0,071424991	0,280941643	0,685030553	0,050127787	0,018629366	0,010743054	0,00323342	0,038656604	0,057081855	IV-B	0,685030553	IV-B
P4-V2	8396	0	0	0	0	0	0	0	0	207	0	0	0	0	3	0	184	0	0	781	0	0	0	0	0	208	0	0	0	0	0	8	90	0	0	0	0	548	0	0	0	0	0	8	5	0	0	0	0	5	0	38	0	117	0	0	45	0	0	0	0	0	0	0	0	96	0	0	0	0	0	332	0	0	81	0	715	0	0	0	0	0	139	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	15	0	94	0	351	78	0	0	25	0	0	0	0	49	29	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	182	260	894	0	0	0	0	0	0	14	0	0	113	0	0	52	0	36	0	0	94	0	157	0	177	0	0	45	650	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	79	0	3	0	0	37	0	0	256	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0,00044772	0,007475249	0,032574463	0,00217608	0,027032858	0,117880546	0,234363098	0,369815361	0,127775635	0,010331142	0,042070608	0,033375655	0,021315241	IV-C0	0,369815361	IV-C
P5-V1	6105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,997986055	0,890806235	0,004193121	0,001591838	0,096888881	0,001243573	0,009603581	0,039629596	0,006157886	0,026088025	0,002453865	0,006444977	0,025702102	I-A	0,997986055	I
P5-V2	4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	32	0	0	0	0	0	0	0	0	19	89	0	0	0	0	0	0	0	8	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	0	0	0	0	0	0	0	1518	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	40	95	0	13	0	0	0	0	0	31	0	0	0	29	0	0	9	82	0	9	18	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	25	0	0	0	0	0	0	0	0	221	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	43	0	0	0	87	0	0	0	0	0	25	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	15	0	0	0	44	33	0	0	0	0	0	0	0	0	0	0,114565155	0,142317439	0,010425966	0,001940972	0,034202922	0,003516315	0,011002641	0,130915526	0,06221981	0,439685167	0,018153009	0,02881921	0,012755486	IV-C2	0,439685167	IV-C
